name,所在地,TEL,url,営業時間,定休日,image_url,免許
(有)ビッグ開発,沖縄県那覇市曙 3-6-1,098-864-1240,https://www.e-uchina.net/fudosan_kaisha/5013,09:00〜18:00,年末年始、GW、他月1回の定休日有り　※1月～4月までは土日祝祭日も営業中！！,https://cdn.e-uchina.net/media/shop/005013/be7a64d0088582556bb86f03bc66bfb6872ffdeb.jpg,沖縄県知事免許(7)第2986号
(有)ビッグ開発 中部支店,沖縄県沖縄市比屋根 2-2-7,098-983-9600,https://www.e-uchina.net/fudosan_kaisha/5066,09:00〜18:00,年末年始及び弊社指定日,https://cdn.e-uchina.net/media/shop/005066/81f54be04f272052794f5e59622fbe7402f9dc95.jpg,沖縄県知事免許(7)第2986号
響　エステート,沖縄県那覇市真嘉比 3-19-30 301,098-884-7750,https://www.e-uchina.net/fudosan_kaisha/7944,10:00〜18:00 ※物件整備作業や調査等で事務所不在の為、大変お手数ですがご来店の際は、来店予約をお願い致します☎,水曜、日曜、祝日、お盆、GW、年末年始,https://cdn.e-uchina.net/media/shop/007944/0572502281673505be7b0a8ce0e36ca084424551.jpg,沖縄県知事（1）第5473号
美びホーム沖縄,沖縄県那覇市繁多川 5-24-24,098-855-6661,https://www.e-uchina.net/fudosan_kaisha/5776,月-金 09:00〜18:00 土日祝祭日休み 但し、希望があれば土日祝祭日対応可能（事前予約）,土・日・祝日,https://cdn.e-uchina.net/media/shop/005776/b3a326cb689a6cc2720981d5b7d5cc4d45b93c97.jpg,沖縄県知事免許(3)第4189号
(有)ひまわり住宅 読谷支店,沖縄県読谷村大木 468,098-956-1610,https://www.e-uchina.net/fudosan_kaisha/5189,09:00〜18:00,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005189/766ee1e02868eb6c4ed63a8957b54ec5a18f307a.jpg,沖縄県知事免許(7)第2978号
(株)ヒューネッツ,沖縄県那覇市小禄 1-1-1,098-851-8617,https://www.e-uchina.net/fudosan_kaisha/6795,09:00〜18:00,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許（2）4280号
(株) Ｂｕｉｌｄ,沖縄県那覇市首里久場川町 2-149,098-884-4050,https://www.e-uchina.net/fudosan_kaisha/7594,08:00〜17:00,日・お盆・年末年始,https://cdn.e-uchina.net/media/shop/007594/b3828e6974c9690b5fc8b0ddf61566ad5c6b19d6.jpg,沖縄県知事免許(1)第4849号
(株)ひろし不動産,沖縄県宮古島市平良字下里 907-2,0980-72-2277,https://www.e-uchina.net/fudosan_kaisha/5378,09:00〜19:00,日曜日,https://cdn.e-uchina.net/media/shop/005378/6d8743fa9126da7f17c64060c70cc1b47d63ca91.jpg,沖縄県知事免許(2)第3917号
有限会社　祐住宅,沖縄県那覇市小禄 1-3-26 1F,098-857-1202,https://www.e-uchina.net/fudosan_kaisha/5814,月〜金 08:45〜18:30土曜日・祝日 10:00〜17:00,日曜日・お盆・年末年始,https://cdn.e-uchina.net/media/shop/005814/7232a362f81e60f2144ab8602ad028ca2f9175da.jpg,沖縄県知事免許(7)第2908号
(株)ヒロナガ,沖縄県浦添市仲間 3-22-5 たいら園茶山ビル305号室,098-873-0758,https://www.e-uchina.net/fudosan_kaisha/5591,09:00〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005591/ec4d58d7e289ba9ecae58b1c320e110b47a05422.jpg,沖縄県知事免許(2)第4404号
樋脇不動産,鹿児島県奄美市名瀬佐大熊町 24-2,0997-55-4368,https://www.e-uchina.net/fudosan_kaisha/7922,10:00〜18:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事(8)第3735号
Find house,沖縄県宜野湾市宇地泊 586 コーポ島袋 303,098-988-9495,https://www.e-uchina.net/fudosan_kaisha/7776,09:00〜18:00,日曜日・お盆・年末年始・GW,https://cdn.e-uchina.net/media/shop/007776/2b43b3a80c93168a8f708a3d01b07bedc663f9d4.jpg,沖縄県知事免許(1)第5146号
ファインライフ・カンパニー(株)石垣支店,沖縄県石垣市登野城 530-1,0980-83-0825,https://www.e-uchina.net/fudosan_kaisha/7437,営業A 09:00〜18:00営業B,シフト出勤の為、お問い合わせ下さい。,https://cdn.e-uchina.net/media/shop/007437/92684ecd0d4b31610b9edd49a31e2609103ebd17.jpg,国土交通大臣(1)第9479号
有限会社　ファミリーサポート,沖縄県那覇市真嘉比 2-5-1,090-2587-0797,https://www.e-uchina.net/fudosan_kaisha/7566,09:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/007566/e2e5fe56ffbf9528dca5b802968a38f556d66774.jpg,沖縄県知事免許(1)第5012号
ファミリー住宅,沖縄県那覇市安里 2-4-30,098-862-3744,https://www.e-uchina.net/fudosan_kaisha/5349,月ー金 09:00〜18:00土 09:00〜17:00,土曜（第2・第4）日曜・祝祭日　年末年始,https://cdn.e-uchina.net/media/shop/005349/14e412f4ea6d20a0aa551b77a8dd769778066078.jpg,沖縄県知事免許(9)第2122号
(株)ファミリーライフ,沖縄県名護市東江 4-7-27 1F,0980-43-7575,https://www.e-uchina.net/fudosan_kaisha/5837,09:00〜17:00,土曜・日曜・祝日,https://cdn.e-uchina.net/media/shop/005837/d417f5611557b5b4e90f351c704e2b10d5d99dfc.jpg,沖縄県知事免許(3)第4246号
(株)ファミリアホーム,沖縄県糸満市西崎 2-6-1,098-894-2208,https://www.e-uchina.net/fudosan_kaisha/5646,月ー土 10:00〜19:00 3月は日曜・祝日営業致します。,日・祝祭日,https://cdn.e-uchina.net/media/shop/005646/3525ac3ccc54adab61810bf3dc84decd98693c59.jpg,沖縄県知事(2)第4838号
(株)ファンスタイル,沖縄県那覇市泊 1-2-3,098-941-3718,https://www.e-uchina.net/fudosan_kaisha/5459,09:30〜19:00,年末年始,https://cdn.e-uchina.net/media/shop/005459/79691f8eb5617cf0da1d55817b977e870458006c.jpg,沖縄県知事免許（5）第3512号
株式会社ファンスタイルリゾート,沖縄県那覇市泊 1-2-3 ファンスタイル泊ビル2F,098-866-4100,https://www.e-uchina.net/fudosan_kaisha/7684,10:00〜19:00,水曜日,https://cdn.e-uchina.net/media/shop/007684/4f42c4f757f62b27a4d35fd8801cd9e8d997fcce.jpg,沖縄県知事免許（2）第4773号
株式会社フォーシー,沖縄県浦添市西原 3-19-5,098-942-0171,https://www.e-uchina.net/fudosan_kaisha/6511,10:00〜18:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
有限会社フォーム設計,沖縄県那覇市具志 1-22-17 タカラハイム102号,098-857-3550,https://www.e-uchina.net/fudosan_kaisha/5833,営業A 09:30〜18:30営業B,日祝祭日,https://cdn.e-uchina.net/media/shop/005833/259b8696cc55dd45280887e3720ff881a0a2f11b.jpg,沖縄県知事免許(4)第3547号
(有)フォーラム環,沖縄県石垣市真栄里 345-9,0980-82-0416,https://www.e-uchina.net/fudosan_kaisha/6293,営業A 09:00〜18:00営業B,日･祝,https://cdn.e-uchina.net/media/shop/006293/79c6036baff4d0f749165fb78ffe30c01d62b262.jpg,沖縄県知事免許(6)第2819号
深田建設（株）マザーホーム不動産事業部　ピタットハウス奄美大島店,鹿児島県奄美市名瀬鳩浜町 61-1 1F,0997-69-3178,https://www.e-uchina.net/fudosan_kaisha/7906,09:00〜18:00,毎週日曜日・祝祭日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許(3)第5744号
フクギハウジング,沖縄県那覇市曙 2-26-17 丸福ビル302,098-988-1602,https://www.e-uchina.net/fudosan_kaisha/7212,09:00〜17:00,日・祝日,https://cdn.e-uchina.net/media/shop/007212/e9ed6f03d36bba3010b372a6fa92e2869c836b27.jpg,沖縄県知事免許(1)第4613号
株式会社 福島不動産,鹿児島県徳之島町亀津 2994-1,0997-83-0632,https://www.e-uchina.net/fudosan_kaisha/7933,09:00〜17:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許（6）第4031号
福笑(株),沖縄県石垣市浜崎町 2-1-21,0980-82-7963,https://www.e-uchina.net/fudosan_kaisha/6317,営業A営業B,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
株式会社フクチプランニング,沖縄県嘉手納町水釜 112,098-957-3482,https://www.e-uchina.net/fudosan_kaisha/6539,09:00〜17:00,土曜・日曜・祝日・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/006539/7bdb8e02d1daed02e5162e81e96325428e12fad2.jpg,沖縄県知事（6）第3152号
福永不動産,鹿児島県奄美市名瀬浦上町 22-1,0997-57-0290,https://www.e-uchina.net/fudosan_kaisha/7912,08:30〜18:30,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事（1）6078号
(株)福maru不動産,沖縄県那覇市前島 3-25-2 泊ポートビル1F,098-917-2555,https://www.e-uchina.net/fudosan_kaisha/7311,09:00〜17:00,土日祝・年末年始・GW・旧盆,https://cdn.e-uchina.net/media/shop/007311/d675876af357ed174d29809511b89c20dc923482.jpg,沖縄県知事免許(2)第4786号
有限会社 福山不動産,鹿児島県奄美市名瀬朝日町 14-12,0997-53-2744,https://www.e-uchina.net/fudosan_kaisha/7908,08:30〜17:30,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許(10)第2988号
ふくらしゃ不動産,鹿児島県徳之島町亀津 7445,0997-82-0387,https://www.e-uchina.net/fudosan_kaisha/7931,09:00〜17:00,水曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許（１）第６３１５号
合同会社　福利不動産,沖縄県読谷村古堅 74-2 A＆Yマンション　B-2,098-957-0730,https://www.e-uchina.net/fudosan_kaisha/5168,09:00〜18:00,第二・四土曜日・毎週日曜日・祝祭日・年末年始,https://cdn.e-uchina.net/media/shop/005168/b0fba1c068c98100ab1d65491da629a01b9ec991.jpg,沖縄県知事免許(2)第4445号
(有)富士,沖縄県沖縄市古謝津嘉山町 33-1,098-937-8899,https://www.e-uchina.net/fudosan_kaisha/5659,09:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/005659/6661656fc3820225d81d640cd23f98fc0540287d.jpg,沖縄県知事免許(8)第2701号
ふじ不動産,沖縄県浦添市仲間 1-6-6,090-3323-6303,https://www.e-uchina.net/fudosan_kaisha/6621,10:00〜17:00,日曜日,https://cdn.e-uchina.net/media/shop/006621/e4e68014cadbad0a0513a9ff7e51832787d35e81.jpg,沖縄県知事免許(2)第4700号
(株)不動企画,沖縄県那覇市寄宮 2-38-29,098-836-2292,https://www.e-uchina.net/fudosan_kaisha/5138,09:00〜18:00,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005138/dfeac46cf70dc18429f8a48c1b985f6c203c718d.jpg,沖縄県知事免許(3)第4143号
不動産 明快産業,沖縄県浦添市伊祖 2-10-1,098-871-0210,https://www.e-uchina.net/fudosan_kaisha/5218,平日 09:30〜18:30土曜日 10:00〜17:00,日曜・祝祭日・隔週水曜日,https://cdn.e-uchina.net/media/shop/005218/5e0984c41b7d0fb8a70a1b6237a253259c27f1e4.jpg,沖縄県知事免許(4)第3443号
不動産コンサルTAKABE,沖縄県宜野湾市普天間 2-48-14 仲村ビル2F,098-943-9512,https://www.e-uchina.net/fudosan_kaisha/7574,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007574/d7f83b3a59e68ffa4258a3a71236fc9e76ef9131.jpg,沖縄県知事免許（1）第4832号
(同)不動産崎原,沖縄県北谷町吉原 978,098-936-4691,https://www.e-uchina.net/fudosan_kaisha/5885,09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005885/135d54a5e95f7fee2409f73b2199be78a6c4faaa.jpg,沖縄県知事免許(3)第4303号
(株)不動産ステーション沖縄　沖大前店,沖縄県那覇市長田 1-13-62 ロッソエスターテ1F,098-996-2166,https://www.e-uchina.net/fudosan_kaisha/7427,10:00〜19:00,日曜日,https://cdn.e-uchina.net/media/shop/007427/4a4b1357440445c4304ae7d2b6634fe4620cc316.jpg,沖縄県知事免許 (3) 第4043号
(株)不動産ステーション沖縄,沖縄県那覇市安謝 2-6-20 スカイピア新都心2-A,098-988-1180,https://www.e-uchina.net/fudosan_kaisha/5511,10:00〜18:00,第２・第４　日曜日　※２月・３月・４月は営業時間ＡＭ１０：００～ＰＭ１９：００　定休日なしになります,https://cdn.e-uchina.net/media/shop/005511/0a509fe6c072c47345882859b845695aff7f6270.jpg,沖縄県知事免許(3)第4043号
不動産大地,沖縄県北中城村渡口 502,098-935-1255,https://www.e-uchina.net/fudosan_kaisha/5543,営業A 09:00〜18:00営業B,なし,https://cdn.e-uchina.net/media/shop/005543/9b1267ddc9b8aaacb2068bb48bc9863db2781206.jpg,沖縄県知事免許(3)第4024号
(株)不動産の依頼所　浦添本店,沖縄県浦添市当山 3-3-2,098-917-1490,https://www.e-uchina.net/fudosan_kaisha/5613,月・火・木・金 09:00〜18:00 駐車場　7台～　お気軽にお問合せ下さい♪土・日 09:00〜18:00,水曜・祝日（土日は営業）年末年始　※お休みでも予約制で営業しております♪お気軽にご連絡ください★,https://cdn.e-uchina.net/media/shop/005613/3fe3d1e38c5372dd03b5d8e17e12471bd364cdc4.jpg,沖縄県知事免許(1)第5175号
(株)不動産の依頼所　新都心支店,沖縄県那覇市銘苅 2-2-11,098-988-8795,https://www.e-uchina.net/fudosan_kaisha/7192,月・火・木・金 09:00〜18:00 駐車場は店舗前2台と裏の空き地に1台有ります！　お気軽にお問合せ下さい♪土・日 09:00〜18:00,水曜日･祝日(土日は営業)･年末年始,https://cdn.e-uchina.net/media/shop/007192/8c8813a3284ce28f52e4baaad02d95b5462e616a.jpg,沖縄県知事免許(1)第5175号
(株)不動産の依頼所　那覇小禄支店,沖縄県那覇市小禄 1-42-12,098-996-2237,https://www.e-uchina.net/fudosan_kaisha/7193,月・火・木・金 09:00〜18:00 駐車場店舗前3台～　お気軽にお問合せ下さい♪土・日 09:00〜18:00,水曜日･祝日(土日は営業)･年末年始,https://cdn.e-uchina.net/media/shop/007193/64356bef36fd27f146d009b13b1a5f0d2bf13606.jpg,沖縄県知事免許(1)第5175号
(株)不動産の依頼所　那覇泊支店,沖縄県那覇市泊 1-18-1,098-943-1680,https://www.e-uchina.net/fudosan_kaisha/6283,月・火・木・金 09:00〜18:00 斜め向かいに駐車場　3台有ります　お気軽にお問合せ下さい(^^)/♪土・日 09:00〜18:00,水曜日･祝日(土日は営業)･年末年始,https://cdn.e-uchina.net/media/shop/006283/88dcb48fef1630bf5f73db14eb76b070c72c7d27.jpg,沖縄県知事免許(1)第5175号
(同)不動産バンク沖縄,沖縄県那覇市首里儀保町 1-23,098-884-8742,https://www.e-uchina.net/fudosan_kaisha/5981,営業A 09:00〜18:00営業B,日曜日（事前予約にて対応します）,https://cdn.e-uchina.net/media/shop/005981/e948586234f685cb9a2399bb9843f43c2954fc79.jpg,沖縄県知事免許(4)第3725号
ブライトホーム,沖縄県那覇市宇栄原 6-4-16 ブライトハウス 301,098-858-7766,https://www.e-uchina.net/fudosan_kaisha/7351,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007351/c62be40d3a8c993f93cb65483baf707b9bce42e4.jpg,(1)第4783号
プライム株式会社,沖縄県沖縄市美原 1-11-8 豊和マンション202号室,098-988-7677,https://www.e-uchina.net/fudosan_kaisha/6502,09:00〜18:00,日、祝祭日,https://cdn.e-uchina.net/media/shop/006502/55d232effc471adf41d4550a219c3af6b9d469d7.jpg,沖縄県知事(1)第5609号
フラキャスハウジング,沖縄県沖縄市高原 3-8-25 パラダイスグリーン A-1,050-1280-4822,https://www.e-uchina.net/fudosan_kaisha/7701,月〜金 16:00〜19:00土 10:00〜19:00,日曜日、お盆、お盆、年末年始,https://cdn.e-uchina.net/media/shop/007701/540745dfd038c7518e17e450c7338d568aaed23b.jpg,沖縄県知事（1）第5174号
株式会社プラスワン,沖縄県うるま市赤道 586-1 島袋アパートA-1,080-7226-1966,https://www.e-uchina.net/fudosan_kaisha/7771,毎日 09:00〜18:00,月曜日・年末年始,https://cdn.e-uchina.net/media/shop/007771/4233e168bd1eac689eaf65e476381c9ee220f38e.jpg,沖縄県知事免許（１）第５２７９号
(株)フラット,沖縄県うるま市江洲 598-19,098-975-3030,https://www.e-uchina.net/fudosan_kaisha/5770,10:00〜19:00,日曜日,https://cdn.e-uchina.net/media/shop/005770/f335c896349e9f11e27adf56e37b9a293eca613b.jpg,沖縄県知事免許(3)第3795号
ブレイス株式会社,沖縄県宜野湾市真志喜 1-3-1 マーシーアパートB 102号室,098-943-9782,https://www.e-uchina.net/fudosan_kaisha/6454,10:00〜19:00,日・水,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5619号
株式会社ブレオ都市開発,沖縄県那覇市牧志 3-19-20 フレンズビル3-B号室,098-862-3322,https://www.e-uchina.net/fudosan_kaisha/7589,09:00〜18:00,水曜日,https://cdn.e-uchina.net/media/shop/007589/a614ff9d24858c8e53b5c7835610bed3601b0860.jpg,沖縄県知事免許（１）第５０５２号
株式会社ブレオ都市開発 中部支店,沖縄県宜野湾市真志喜 2-8-8,098-988-9442,https://www.e-uchina.net/fudosan_kaisha/6533,09:00〜18:00,水曜日・年末年始,https://cdn.e-uchina.net/media/shop/006533/0c7a28642b5266ce00c71c15bcb43345b7e0b1c3.jpg,沖縄県知事免許（1）第5052号
(株)プレジール,沖縄県那覇市金城 5-16-5 ステーション101 B-203,098-996-2929,https://www.e-uchina.net/fudosan_kaisha/5534,月ー金 09:00〜18:00,土日・祝,https://cdn.e-uchina.net/media/shop/005534/8ff3e05bdde23a3b6d67fa2bca3c69e5fcb981d6.jpg,沖縄県知事免許(2)第4376号
(株)プロセス,沖縄県恩納村名嘉真 2288-162,098-967-8281,https://www.e-uchina.net/fudosan_kaisha/5808,営業A 09:00〜18:00営業B,無し,https://cdn.e-uchina.net/media/shop/005808/2ce6f4e81bade01b47a273c7345484851231c797.jpg,沖縄県知事免許(1)第3963号
(株)プロ・パティー,沖縄県那覇市おもろまち 4-10-9,098-869-6677,https://www.e-uchina.net/fudosan_kaisha/5851,09:30〜17:30,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005851/0042df98e24606d972b64be297e8f0a73201da38.jpg,沖縄県知事免許(3)第4289号
株式会社フロンティア,沖縄県沖縄市諸見里 2-2-8,098-979-9313,https://www.e-uchina.net/fudosan_kaisha/7182,09:00〜18:00,年中無休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(2)第4590号
フロンティアエステート株式会社,沖縄県那覇市真地 165-1,098-851-3300,https://www.e-uchina.net/fudosan_kaisha/5881,月- 土 09:00〜18:00,日曜日・祝日,https://cdn.e-uchina.net/media/shop/005881/f9c02ad5ae38217b9cb7d322bcafdb3a6b3658ca.jpg,沖縄県知事免許(3)第4324号
フロンティア開発(有),沖縄県那覇市久茂地 2-10-16 南栄ビル403,098-863-5167,https://www.e-uchina.net/fudosan_kaisha/7234,10:00〜17:00,土日祝日,https://cdn.e-uchina.net/media/shop/007234/cc02b39825a115924b47e04cd48723a55ab046cc.jpg,沖縄県知事免許(2)第4643号
(有)ぺーちんハウス,沖縄県沖縄市登川 2399-1,098-929-2023,https://www.e-uchina.net/fudosan_kaisha/5125,09:00〜18:00,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005125/0ad57a890c51a835c6e2725417a7835026a85469.jpg,沖縄県知事免許(5)第3319号
有限会社平成エステート,沖縄県嘉手納町水釜 364-2,098-956-4567,https://www.e-uchina.net/fudosan_kaisha/6607,営業A 09:00〜17:30営業B,土、日、GW、年末年始,https://cdn.e-uchina.net/media/shop/006607/6d5c4a1ca7746e7aba2c685e4a02c3c71f35c3bf.jpg,沖縄県知事（8）第2219号
(有)ベイユウ総業,沖縄県宜野湾市我如古 3-3-13,098-897-0002,https://www.e-uchina.net/fudosan_kaisha/5834,09:00〜18:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(2)第4111号
米琉住宅(株),沖縄県宜野湾市大山 6-6-23,098-897-2252,https://www.e-uchina.net/fudosan_kaisha/5696,09:00〜17:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005696/e204765fa6bf6cfd1e12a8e4985f95fead82642d.jpg,沖縄県知事免許(8)第2681号
(株)ベスト,沖縄県宜野湾市宜野湾 1-1-1,098-893-4166,https://www.e-uchina.net/fudosan_kaisha/5388,09:00〜18:00,日祝祭日,https://cdn.e-uchina.net/media/shop/005388/a6f40dba91f6edc252fcb58011577e429bd2223a.jpg,沖縄県知事免許(2)第4066号
(株)ベスト住宅,沖縄県宜野湾市志真志 1-3-6,098-893-2846,https://www.e-uchina.net/fudosan_kaisha/6278,月-土 09:30〜17:30,日曜　祝日,https://cdn.e-uchina.net/media/shop/006278/74ccdee6fe52621ebdfee60f78c2fbdcd3f8b408.jpg,沖縄県知事免許(3)4364号
Best Life,沖縄県読谷村大湾 312-1 メゾン・ド・ボヌール104,098-989-9650,https://www.e-uchina.net/fudosan_kaisha/7282,10:00〜19:00,日曜、GW、正月休み,https://cdn.e-uchina.net/media/shop/007282/72374eb676667c67b9790d7e195e925956c23894.jpg,沖縄県知事免許(2)第4733号
ベルツコーポレーション(株),沖縄県名護市屋部 862-16 レインボービル1F,045-334-7658,https://www.e-uchina.net/fudosan_kaisha/6341,10:00〜19:00,水・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/006341/862b4ac1bcbf6dd62f419c1d6e4a58dadc5b70d2.jpg,国土交通大臣(1)第10368号
(株)ホープ住宅,沖縄県那覇市泊 2-7-13 302,098-917-0474,https://www.e-uchina.net/fudosan_kaisha/5566,09:00〜18:00,土曜、日曜、祝祭日、年末年始、ゴールデンウィーク,https://cdn.e-uchina.net/media/shop/005566/2a36524575e0750cfdb5a7981c5bfc6cd98e58f1.jpg,沖縄県知事免許(11)第1216号
(株)ホープネクスト,沖縄県那覇市安里 1-1-35,098-863-0193,https://www.e-uchina.net/fudosan_kaisha/5033,月～金曜日 09:30〜17:30土曜日 09:30〜12:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005033/4f7713821531ad726fa1632642b15e528d15decb.jpg,沖縄県知事免許(3)第4405号
HOME110,沖縄県南城市大里字仲間 1215-1,050-8883-0546,https://www.e-uchina.net/fudosan_kaisha/7871,09:00〜18:00,水曜日、年末年始,https://cdn.e-uchina.net/media/shop/007871/c88e7125715c4dc02693dc3f5fce68e3017674bb.jpg,沖縄県知事（1）第5383号
(有)ホームズ,沖縄県与那原町与那原 3580-6,098-945-4000,https://www.e-uchina.net/fudosan_kaisha/7150,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007150/fb83ebe2f6da5f6b71e76c0610ec6f9208853559.jpg,沖縄県知事免許(5)第3075号
(株)ホーム21,沖縄県那覇市真地 426-166 1F,098-833-8855,https://www.e-uchina.net/fudosan_kaisha/5238,09:00〜18:00,水曜日,https://cdn.e-uchina.net/media/shop/005238/e0e57c2041ad60e6ec608480fb4953857a84bd10.jpg,沖縄県知事免許(5)第3386号
株式会社　ホーム21トラスト不動産　中部営業所,沖縄県沖縄市比屋根 1-16-9,098-989-4986,https://www.e-uchina.net/fudosan_kaisha/7811,09:00〜18:00,日曜･年末年始・GW･旧盆,https://cdn.e-uchina.net/media/shop/007811/285a93a4a5861f709a8b41362de90112b59e7542.jpg,沖縄県知事（2）4494号
株式会社　ホーム21トラスト不動産　名護営業所,沖縄県名護市港 2-7-1,0980-43-0841,https://www.e-uchina.net/fudosan_kaisha/7812,09:00〜18:00,日曜･年末年始・GW･旧盆,https://cdn.e-uchina.net/media/shop/007812/c7ecf830cfcdc82a488e8faf3b0ed82ad0b8fb92.jpg,沖縄県知事（2）4494号
ホームメイトFC那覇小禄　株式会社いえなび,沖縄県那覇市赤嶺 1-5-10,098-851-7995,https://www.e-uchina.net/fudosan_kaisha/7402,09:30〜18:30,日曜日・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/007402/5803d8661bbf19b2b076f695c0071ac6c541bd21.jpg,国土交通大臣(3)5838号
ホームメイトFC 糸満店　(有)住宅管理社,沖縄県糸満市潮平 769-1 A-1,098-992-0002,https://www.e-uchina.net/fudosan_kaisha/5243,09:30〜18:00,水曜日・日曜日・祝日,https://cdn.e-uchina.net/media/shop/005243/5993ae5d8cbf620473d1d1583f61b6c2029528a3.jpg,沖縄県知事免許(6)第3276号
LIXIL不動産ショップ　ホカマハウジング,沖縄県北谷町上勢頭 667-1,0120-947-871,https://www.e-uchina.net/fudosan_kaisha/7271,09:00〜17:00,日曜日　*事前予約で日曜日もご案内いたします。(お盆･GW･12/30-1/3は、お休みです),https://cdn.e-uchina.net/media/shop/007271/337dcce538a06e2812239306bf54ab50d70e402f.jpg,沖縄県知事免許(2)第4657号
(株)北部住宅サービス,沖縄県名護市大東 3-22-26 沖商ハイツ,0980-53-2228,https://www.e-uchina.net/fudosan_kaisha/5947,月ー金 09:00〜18:00土 10:00〜17:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005947/47e4aceb0215c4f60c920c37ad2cf1fa9236954f.jpg,沖縄県知事免許(10)第1575号
(株)ホット沖縄,沖縄県那覇市西 1-9-18,098-869-5557,https://www.e-uchina.net/fudosan_kaisha/5694,09:00〜17:00,土・日・祝・正月(1～3日),https://cdn.e-uchina.net/media/shop/005694/4b5bd49de4b51d0595d6ab824aab426ab1f63e64.jpg,沖縄県知事免許(4)第3845号
(有)本田装建,沖縄県那覇市山下町 1-11,098-917-5432,https://www.e-uchina.net/fudosan_kaisha/5867,営業A 09:00〜18:00営業B,土・日・祝祭日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(2)第3563号
(有)本田装建　宮古島営業所,沖縄県宮古島市平良字久貝 664-1,0980-79-5815,https://www.e-uchina.net/fudosan_kaisha/7778,09:00〜18:00,土･日･祝･年末年始,https://cdn.e-uchina.net/media/shop/007778/b1830fa1e899fe9c7f72dd8807737ebfdc298c0b.jpg,沖縄県知事(4)第3563号
(有)マイハウジング,沖縄県北谷町砂辺 370-1,098-936-2968,https://www.e-uchina.net/fudosan_kaisha/6982,09:00〜17:00土曜日 09:00〜15:00,第3土曜日・日曜日,https://cdn.e-uchina.net/media/shop/006982/1539db74922669bd434013804b4b6143e6d3e355.jpg,沖縄県知事免許番号（3）第4034号
(株)マイホーム,沖縄県豊見城市嘉数 43,098-927-7866,https://www.e-uchina.net/fudosan_kaisha/5492,09:00〜18:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(3)第4004号
マイホーム沖縄,沖縄県南城市玉城字屋嘉部 60-6,098-948-3993,https://www.e-uchina.net/fudosan_kaisha/6268,08:00〜19:00,ナシ,https://cdn.e-uchina.net/media/shop/006268/7fc0c4703a6d4c95ca0552651833740fcef8ae06.jpg,沖縄県知事免許(2)第3619号
まえむら興産,沖縄県那覇市前島 2-7-1 まえむら21　103号,098-988-0525,https://www.e-uchina.net/fudosan_kaisha/6489,月〜金 10:00〜17:00,土・日・祝・お盆・年末年始,https://cdn.e-uchina.net/media/shop/006489/3af8f6dcf5f03660e24e78f5e4b4c2ef4d08775b.jpg,沖縄県知事免許（1）第5613号
（株）Makana House　名護支店,沖縄県名護市屋部 1711-1,0980-52-7080,https://www.e-uchina.net/fudosan_kaisha/7969,10:00〜18:00,土　日　GW お盆　年末年始,https://cdn.e-uchina.net/media/shop/007969/5f32816833f573193a2e48eeaf7910b3e0f2740c.jpg,国土交通大臣（1）第10143号
